FIPS,County,State,Sector,Submarket,Submarket Description,Market,Market Description,VISN,VISN Description,SAS Format,BY16 Sector,Change Indicator,
42089,Monroe,PENNSYLVANIA,04-a-1-A,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42089' = '04-a-1-A',04-a-1-A,No Change,
42103,Pike,PENNSYLVANIA,04-a-1-A,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42103' = '04-a-1-A',04-a-1-A,No Change,
42113,Sullivan,PENNSYLVANIA,04-a-1-A,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42113' = '04-a-1-A',04-a-1-A,No Change,
42115,Susquehanna,PENNSYLVANIA,04-a-1-A,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42115' = '04-a-1-A',04-a-1-A,No Change,
42119,Union,PENNSYLVANIA,04-a-1-A,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42119' = '04-a-1-A',04-a-1-A,No Change,
42127,Wayne,PENNSYLVANIA,04-a-1-A,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42127' = '04-a-1-A',04-a-1-A,No Change,
42001,Adams,PENNSYLVANIA,04-a-1-B,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42001' = '04-a-1-B',04-a-1-B,No Change,
42041,Cumberland,PENNSYLVANIA,04-a-1-B,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42041' = '04-a-1-B',04-a-1-B,No Change,
42043,Dauphin,PENNSYLVANIA,04-a-1-B,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42043' = '04-a-1-B',04-a-1-B,No Change,
42067,Juniata,PENNSYLVANIA,04-a-1-B,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42067' = '04-a-1-B',04-a-1-B,No Change,
42099,Perry,PENNSYLVANIA,04-a-1-B,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42099' = '04-a-1-B',04-a-1-B,No Change,
42109,Snyder,PENNSYLVANIA,04-a-1-B,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42109' = '04-a-1-B',04-a-1-B,No Change,
42079,Luzerne,PENNSYLVANIA,04-a-1-C,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42079' = '04-a-1-C',04-a-1-C,No Change,
42037,Columbia,PENNSYLVANIA,04-a-1-D,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42037' = '04-a-1-D',04-a-1-D,No Change,
42069,Lackawanna,PENNSYLVANIA,04-a-1-D,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42069' = '04-a-1-D',04-a-1-D,No Change,
42093,Montour,PENNSYLVANIA,04-a-1-D,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42093' = '04-a-1-D',04-a-1-D,No Change,
42097,Northumberland,PENNSYLVANIA,04-a-1-D,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42097' = '04-a-1-D',04-a-1-D,No Change,
42131,Wyoming,PENNSYLVANIA,04-a-1-D,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42131' = '04-a-1-D',04-a-1-D,No Change,
42075,Lebanon,PENNSYLVANIA,04-a-1-E,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42075' = '04-a-1-E',04-a-1-E,No Change,
42107,Schuylkill,PENNSYLVANIA,04-a-1-E,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42107' = '04-a-1-E',04-a-1-E,No Change,
42025,Carbon,PENNSYLVANIA,04-a-1-F,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42025' = '04-a-1-F',04-a-1-F,No Change,
42077,Lehigh,PENNSYLVANIA,04-a-1-F,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42077' = '04-a-1-F',04-a-1-F,No Change,
42095,Northampton,PENNSYLVANIA,04-a-1-F,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42095' = '04-a-1-F',04-a-1-F,No Change,
42071,Lancaster,PENNSYLVANIA,04-a-1-G,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42071' = '04-a-1-G',04-a-1-G,No Change,
42011,Berks,PENNSYLVANIA,04-a-1-H,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42011' = '04-a-1-H',04-a-1-H,No Change,
42133,York,PENNSYLVANIA,04-a-1-I,04-a-1,V04_Eastern_Sub_Central,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42133' = '04-a-1-I',04-a-1-I,No Change,
42101,Philadelphia,PENNSYLVANIA,04-a-9-A,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42101' = '04-a-9-A',04-a-9-A,No Change,
42091,Montgomery,PENNSYLVANIA,04-a-9-B,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42091' = '04-a-9-B',04-a-9-B,No Change,
34001,Atlantic,NEW JERSEY,04-a-9-C,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'34001' = '04-a-9-C',04-a-9-C,No Change,
34009,Cape May,NEW JERSEY,04-a-9-C,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'34009' = '04-a-9-C',04-a-9-C,No Change,
34011,Cumberland,NEW JERSEY,04-a-9-C,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'34011' = '04-a-9-C',04-a-9-C,No Change,
34033,Salem,NEW JERSEY,04-a-9-C,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'34033' = '04-a-9-C',04-a-9-C,No Change,
42045,Delaware,PENNSYLVANIA,04-a-9-D,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42045' = '04-a-9-D',04-a-9-D,No Change,
10003,New Castle,DELAWARE,04-a-9-E,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'10003' = '04-a-9-E',04-a-9-E,No Change,
42017,Bucks,PENNSYLVANIA,04-a-9-F,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42017' = '04-a-9-F',04-a-9-F,No Change,
42029,Chester,PENNSYLVANIA,04-a-9-G,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'42029' = '04-a-9-G',04-a-9-G,No Change,
10001,Kent,DELAWARE,04-a-9-H,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'10001' = '04-a-9-H',04-a-9-H,No Change,
10005,Sussex,DELAWARE,04-a-9-H,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'10005' = '04-a-9-H',04-a-9-H,No Change,
34005,Burlington,NEW JERSEY,04-a-9-I,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'34005' = '04-a-9-I',04-a-9-I,No Change,
34007,Camden,NEW JERSEY,04-a-9-J,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'34007' = '04-a-9-J',04-a-9-J,No Change,
34015,Gloucester,NEW JERSEY,04-a-9-K,04-a-9,V04_Eastern_Sub_all_other,04-a,V04_Eastern,04,VA Healthcare - VISN 4 ,'34015' = '04-a-9-K',04-a-9-K,No Change,
42003,Allegheny,PENNSYLVANIA,04-c-9-A,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42003' = '04-c-9-A',04-c-9-A,No Change,
42007,Beaver,PENNSYLVANIA,04-c-9-B,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42007' = '04-c-9-B',04-c-9-B,No Change,
42051,Fayette,PENNSYLVANIA,04-c-9-B,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42051' = '04-c-9-B',04-c-9-B,No Change,
42059,Greene,PENNSYLVANIA,04-c-9-B,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42059' = '04-c-9-B',04-c-9-B,No Change,
42125,Washington,PENNSYLVANIA,04-c-9-B,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42125' = '04-c-9-B',04-c-9-B,No Change,
42009,Bedford,PENNSYLVANIA,04-c-9-C,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42009' = '04-c-9-C',04-c-9-C,No Change,
42013,Blair,PENNSYLVANIA,04-c-9-C,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42013' = '04-c-9-C',04-c-9-C,No Change,
42021,Cambria,PENNSYLVANIA,04-c-9-C,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42021' = '04-c-9-C',04-c-9-C,No Change,
42061,Huntingdon,PENNSYLVANIA,04-c-9-C,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42061' = '04-c-9-C',04-c-9-C,No Change,
42111,Somerset,PENNSYLVANIA,04-c-9-C,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42111' = '04-c-9-C',04-c-9-C,No Change,
42063,Indiana,PENNSYLVANIA,04-c-9-D,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42063' = '04-c-9-D',04-c-9-D,No Change,
42129,Westmoreland,PENNSYLVANIA,04-c-9-D,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42129' = '04-c-9-D',04-c-9-D,No Change,
42005,Armstrong,PENNSYLVANIA,04-c-9-E,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42005' = '04-c-9-E',04-c-9-E,No Change,
42019,Butler,PENNSYLVANIA,04-c-9-E,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42019' = '04-c-9-E',04-c-9-E,No Change,
42031,Clarion,PENNSYLVANIA,04-c-9-E,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42031' = '04-c-9-E',04-c-9-E,No Change,
42053,Forest,PENNSYLVANIA,04-c-9-E,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42053' = '04-c-9-E',04-c-9-E,No Change,
42023,Cameron,PENNSYLVANIA,04-c-9-F,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42023' = '04-c-9-F',04-c-9-F,No Change,
42027,Centre,PENNSYLVANIA,04-c-9-F,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42027' = '04-c-9-F',04-c-9-F,No Change,
42033,Clearfield,PENNSYLVANIA,04-c-9-F,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42033' = '04-c-9-F',04-c-9-F,No Change,
42035,Clinton,PENNSYLVANIA,04-c-9-F,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42035' = '04-c-9-F',04-c-9-F,No Change,
42047,Elk,PENNSYLVANIA,04-c-9-F,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42047' = '04-c-9-F',04-c-9-F,No Change,
42065,Jefferson,PENNSYLVANIA,04-c-9-F,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42065' = '04-c-9-F',04-c-9-F,No Change,
42087,Mifflin,PENNSYLVANIA,04-c-9-F,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42087' = '04-c-9-F',04-c-9-F,No Change,
42049,Erie,PENNSYLVANIA,04-c-9-I,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42049' = '04-c-9-I',04-c-9-I,No Change,
36013,Chautauqua,NEW YORK,04-c-9-J,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'36013' = '04-c-9-J',04-c-9-J,No Change,
42083,McKean,PENNSYLVANIA,04-c-9-J,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42083' = '04-c-9-J',04-c-9-J,No Change,
42123,Warren,PENNSYLVANIA,04-c-9-J,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42123' = '04-c-9-J',04-c-9-J,No Change,
39007,Ashtabula,OHIO,04-c-9-K,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'39007' = '04-c-9-K',04-c-9-K,No Change,
42039,Crawford,PENNSYLVANIA,04-c-9-K,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42039' = '04-c-9-K',04-c-9-K,No Change,
42121,Venango,PENNSYLVANIA,04-c-9-K,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42121' = '04-c-9-K',04-c-9-K,No Change,
42073,Lawrence,PENNSYLVANIA,04-c-9-L,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42073' = '04-c-9-L',04-c-9-L,No Change,
42085,Mercer,PENNSYLVANIA,04-c-9-L,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'42085' = '04-c-9-L',04-c-9-L,No Change,
39013,Belmont,OHIO,04-c-9-M,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'39013' = '04-c-9-M',04-c-9-M,No Change,
39081,Jefferson,OHIO,04-c-9-M,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'39081' = '04-c-9-M',04-c-9-M,No Change,
39111,Monroe,OHIO,04-c-9-M,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'39111' = '04-c-9-M',04-c-9-M,No Change,
54009,Brooke,WEST VIRGINIA,04-c-9-M,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'54009' = '04-c-9-M',04-c-9-M,No Change,
54029,Hancock,WEST VIRGINIA,04-c-9-M,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'54029' = '04-c-9-M',04-c-9-M,No Change,
54051,Marshall,WEST VIRGINIA,04-c-9-M,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'54051' = '04-c-9-M',04-c-9-M,No Change,
54069,Ohio,WEST VIRGINIA,04-c-9-M,04-c-9,V04_Western,04-c,V04_Western,04,VA Healthcare - VISN 4 ,'54069' = '04-c-9-M',04-c-9-M,No Change,
24510,Baltimore City,MARYLAND,05-a-9-A,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24510' = '05-a-9-A',05-a-9-A,No Change,
24005,Baltimore,MARYLAND,05-a-9-B,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24005' = '05-a-9-B',05-a-9-B,No Change,
24011,Caroline,MARYLAND,05-a-9-C,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24011' = '05-a-9-C',05-a-9-C,No Change,
24015,Cecil,MARYLAND,05-a-9-C,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24015' = '05-a-9-C',05-a-9-C,No Change,
24019,Dorchester,MARYLAND,05-a-9-C,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24019' = '05-a-9-C',05-a-9-C,No Change,
24029,Kent,MARYLAND,05-a-9-C,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24029' = '05-a-9-C',05-a-9-C,No Change,
24035,Queen Anne's,MARYLAND,05-a-9-C,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24035' = '05-a-9-C',05-a-9-C,No Change,
24039,Somerset,MARYLAND,05-a-9-C,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24039' = '05-a-9-C',05-a-9-C,No Change,
24041,Talbot,MARYLAND,05-a-9-C,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24041' = '05-a-9-C',05-a-9-C,No Change,
24045,Wicomico,MARYLAND,05-a-9-C,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24045' = '05-a-9-C',05-a-9-C,No Change,
24047,Worcester,MARYLAND,05-a-9-C,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24047' = '05-a-9-C',05-a-9-C,No Change,
24003,Anne Arundel,MARYLAND,05-a-9-D,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24003' = '05-a-9-D',05-a-9-D,No Change,
24025,Harford,MARYLAND,05-a-9-E,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24025' = '05-a-9-E',05-a-9-E,No Change,
24013,Carroll,MARYLAND,05-a-9-F,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24013' = '05-a-9-F',05-a-9-F,No Change,
24027,Howard,MARYLAND,05-a-9-F,05-a-9,V05_Baltimore,05-a,V05_Baltimore,05,VA Capitol Health Care Network,'24027' = '05-a-9-F',05-a-9-F,No Change,
24001,Allegany,MARYLAND,05-b-9-A,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'24001' = '05-b-9-A',05-b-9-A,No Change,
24021,Frederick,MARYLAND,05-b-9-A,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'24021' = '05-b-9-A',05-b-9-A,No Change,
24023,Garrett,MARYLAND,05-b-9-A,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'24023' = '05-b-9-A',05-b-9-A,No Change,
24043,Washington,MARYLAND,05-b-9-A,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'24043' = '05-b-9-A',05-b-9-A,No Change,
42055,Franklin,PENNSYLVANIA,05-b-9-A,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'42055' = '05-b-9-A',05-b-9-A,No Change,
42057,Fulton,PENNSYLVANIA,05-b-9-A,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'42057' = '05-b-9-A',05-b-9-A,No Change,
54003,Berkeley,WEST VIRGINIA,05-b-9-B,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'54003' = '05-b-9-B',05-b-9-B,No Change,
54023,Grant,WEST VIRGINIA,05-b-9-B,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'54023' = '05-b-9-B',05-b-9-B,No Change,
54027,Hampshire,WEST VIRGINIA,05-b-9-B,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'54027' = '05-b-9-B',05-b-9-B,No Change,
54031,Hardy,WEST VIRGINIA,05-b-9-B,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'54031' = '05-b-9-B',05-b-9-B,No Change,
54037,Jefferson,WEST VIRGINIA,05-b-9-B,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'54037' = '05-b-9-B',05-b-9-B,No Change,
54057,Mineral,WEST VIRGINIA,05-b-9-B,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'54057' = '05-b-9-B',05-b-9-B,No Change,
54065,Morgan,WEST VIRGINIA,05-b-9-B,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'54065' = '05-b-9-B',05-b-9-B,No Change,
54071,Pendleton,WEST VIRGINIA,05-b-9-B,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'54071' = '05-b-9-B',05-b-9-B,No Change,
51043,Clarke,VIRGINIA,05-b-9-C,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'51043' = '05-b-9-C',05-b-9-C,No Change,
51061,Fauquier,VIRGINIA,05-b-9-C,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'51061' = '05-b-9-C',05-b-9-C,No Change,
51069,Frederick,VIRGINIA,05-b-9-C,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'51069' = '05-b-9-C',05-b-9-C,No Change,
51139,Page,VIRGINIA,05-b-9-C,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'51139' = '05-b-9-C',05-b-9-C,No Change,
51157,Rappahannock,VIRGINIA,05-b-9-C,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'51157' = '05-b-9-C',05-b-9-C,No Change,
51165,Rockingham,VIRGINIA,05-b-9-C,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'51165' = '05-b-9-C',05-b-9-C,No Change,
51171,Shenandoah,VIRGINIA,05-b-9-C,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'51171' = '05-b-9-C',05-b-9-C,No Change,
51187,Warren,VIRGINIA,05-b-9-C,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'51187' = '05-b-9-C',05-b-9-C,No Change,
51660,Harrisonburg City,VIRGINIA,05-b-9-C,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'51660' = '05-b-9-C',05-b-9-C,No Change,
51840,Winchester City,VIRGINIA,05-b-9-C,05-b-9,V05_Martinsburg,05-b,V05_Martinsburg,05,VA Capitol Health Care Network,'51840' = '05-b-9-C',05-b-9-C,No Change,
24009,Calvert,MARYLAND,05-c-9-A,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'24009' = '05-c-9-A',05-c-9-A,No Change,
24017,Charles,MARYLAND,05-c-9-A,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'24017' = '05-c-9-A',05-c-9-A,No Change,
24033,Prince George's,MARYLAND,05-c-9-A,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'24033' = '05-c-9-A',05-c-9-A,No Change,
24037,Saint Mary's,MARYLAND,05-c-9-A,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'24037' = '05-c-9-A',05-c-9-A,No Change,
11001,District Of Columbia,DISTRICT OF COLUMBIA,05-c-9-B,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'11001' = '05-c-9-B',05-c-9-B,No Change,
51013,Arlington,VIRGINIA,05-c-9-C,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'51013' = '05-c-9-C',05-c-9-C,No Change,
51059,Fairfax,VIRGINIA,05-c-9-C,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'51059' = '05-c-9-C',05-c-9-C,No Change,
51510,Alexandria City,VIRGINIA,05-c-9-C,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'51510' = '05-c-9-C',05-c-9-C,No Change,
51600,Fairfax City,VIRGINIA,05-c-9-C,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'51600' = '05-c-9-C',05-c-9-C,No Change,
51610,Falls Church City,VIRGINIA,05-c-9-C,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'51610' = '05-c-9-C',05-c-9-C,No Change,
24031,Montgomery,MARYLAND,05-c-9-D,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'24031' = '05-c-9-D',05-c-9-D,No Change,
51107,Loudoun,VIRGINIA,05-c-9-E,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'51107' = '05-c-9-E',05-c-9-E,No Change,
51153,Prince William,VIRGINIA,05-c-9-E,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'51153' = '05-c-9-E',05-c-9-E,No Change,
51683,Manassas City,VIRGINIA,05-c-9-E,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'51683' = '05-c-9-E',05-c-9-E,No Change,
51685,Manassas Park City,VIRGINIA,05-c-9-E,05-c-9,V05_Washington,05-c,V05_Washington,05,VA Capitol Health Care Network,'51685' = '05-c-9-E',05-c-9-E,No Change,
54005,Boone,WEST VIRGINIA,05-d-9-A,05-d-9,V05_Huntington,05-d,V05_Huntington,05,VA Capitol Health Care Network,'54005' = '05-d-9-A',05-d-9-A,No Change,
54039,Kanawha,WEST VIRGINIA,05-d-9-A,05-d-9,V05_Huntington,05-d,V05_Huntington,05,VA Capitol Health Care Network,'54039' = '05-d-9-A',05-d-9-A,No Change,
54043,Lincoln,WEST VIRGINIA,05-d-9-A,05-d-9,V05_Huntington,05-d,V05_Huntington,05,VA Capitol Health Care Network,'54043' = '05-d-9-A',05-d-9-A,No Change,
54045,Logan,WEST VIRGINIA,05-d-9-A,05-d-9,V05_Huntington,05-d,V05_Huntington,05,VA Capitol Health Care Network,'54045' = '05-d-9-A',05-d-9-A,No Change,
54059,Mingo,WEST VIRGINIA,05-d-9-A,05-d-9,V05_Huntington,05-d,V05_Huntington,05,VA Capitol Health Care Network,'54059' = '05-d-9-A',05-d-9-A,No Change,
54099,Wayne,WEST VIRGINIA,05-d-9-A,05-d-9,V05_Huntington,05-d,V05_Huntington,05,VA Capitol Health Care Network,'54099' = '05-d-9-A',05-d-9-A,No Change,
39053,Gallia,OHIO,05-d-9-B,05-d-9,V05_Huntington,05-d,V05_Huntington,05,VA Capitol Health Care Network,'39053' = '05-d-9-B',05-d-9-B,No Change,
39087,Lawrence,OHIO,05-d-9-B,05-d-9,V05_Huntington,05-d,V05_Huntington,05,VA Capitol Health Care Network,'39087' = '05-d-9-B',05-d-9-B,No Change,
54011,Cabell,WEST VIRGINIA,05-d-9-B,05-d-9,V05_Huntington,05-d,V05_Huntington,05,VA Capitol Health Care Network,'54011' = '05-d-9-B',05-d-9-B,No Change,
